Name,ISIN,Sector,Market,Currency,Industry
TAG Immobilien,DE0008303504,,Euronext Global Equity Market,EUR,
Talanx AG,DE000TLX1005,,Euronext Global Equity Market,EUR,
TALEA,IT0005378333,,Euronext Growth Milan,EUR,
TAMBURI,IT0003153621,,Euronext Milan,EUR,
TARKETT,FR0004188670,,Euronext Paris,EUR,
TATATU,IT0005507857,,Euronext Growth Paris,EUR,
TAYNINH,FR0000063307,Real Estate,Euronext Paris,EUR,Real Estate Services
TD BSA 2025-1,FR0014012NL9,,Euronext Growth Paris,EUR,
TD BSA 2025-3,FR0014012ZX8,,Euronext Growth Paris,EUR,
TEAMVIEWER,DE000A2YN900,Technology,EuroTLX,EUR,Software - Application
TECAN GROUP,CH0012100191,,Euronext Global Equity Market,EUR,
TECHNIP ENERGIES,NL0014559478,,Trading After Hours,EUR,
TECHNOGYM,IT0005162406,,Euronext Milan,EUR,
TECHNOPROBE,IT0005482333,,Euronext Milan,EUR,
TECHSTEP,NO0012916131,,Oslo Børs,NOK,
TECMA SOLUTIONS,IT0005425050,Real Estate,Euronext Growth Milan,EUR,Real Estate Services
TECNO,IT0005658841,,Euronext Growth Milan,EUR,
TEIXEIRA DUARTE,PTTD10AM0000,Industrials,Euronext Lisbon,EUR,Engineering & Construction
TEKNA HOLDING,NO0010951577,,Oslo Børs,NOK,
Tele2 AB,SE0005190238,,Euronext Global Equity Market,EUR,
TELECOM ITALIA,IT0003497168,Communication Services,Euronext Milan,EUR,Telecom Services
TELECOM ITALIA R,IT0003497176,Communication Services,Trading After Hours,EUR,Telecom Services
TELEFONICA,ES0178430E18,Communication Services,Euronext Global Equity Market,EUR,Telecom Services
Telekom Austria,AT0000720008,Communication Services,Euronext Global Equity Market,EUR,Telecom Services
TELENOR,NO0010063308,Communication Services,Oslo Børs,NOK,Telecom Services
TELEPERFORMANCE,FR0000051807,Industrials,Euronext Paris,EUR,Specialty Business Services
TELESIA,IT0005240046,,Euronext Growth Milan,EUR,
TELEVERBIER,CH0008175645,,Euronext Paris,EUR,
TELEVISTA,FR0011076595,,Euronext Access Paris,EUR,
Telia Co AB,SE0000667925,Communication Services,Euronext Global Equity Market,EUR,Telecom Services
TEMENOS,CH0012453913,Technology,Euronext Global Equity Market,EUR,Software - Application
TENARIS,LU2598331598,Energy,Trading After Hours,EUR,Oil & Gas Equipment & Services
TENAX INTERNAT,IT0005428898,,Euronext Growth Milan,EUR,
TERACT,FR001400BMH7,Consumer Cyclical,Euronext Paris,EUR,Specialty Retail
TERACT BS,FR0014000TB2,,Euronext Paris,EUR,
TERNA,IT0003242622,Utilities,Trading After Hours,EUR,Utilities - Regulated Electric
TESMEC,IT0004585243,Industrials,Euronext Milan,EUR,Specialty Industrial Machinery
TESSELLIS,IT0005496473,Communication Services,Euronext Milan,EUR,Telecom Services
TESSENDERLO,BE0003555639,Basic Materials,Euronext Brussels,EUR,Agricultural Inputs
TETRAGON FIN GRP,GG00B1RMC548,,Euronext Amsterdam,USD,
TEXAF,BE0974263924,Real Estate,Euronext Brussels,EUR,Real Estate Services
TF1,FR0000054900,Communication Services,Trading After Hours,EUR,Broadcasting
TFF GROUP,FR0013295789,,Euronext Paris,EUR,
TGS,NO0003078800,Energy,Oslo Børs,NOK,Oil & Gas Equipment & Services
THALES,FR0000121329,Industrials,Trading After Hours,EUR,Aerospace & Defense
THE ITALIAN SEA G,IT0005439085,Consumer Cyclical,Euronext Milan,EUR,Leisure
THE KINGFISH COMP,NL00150001S5,Consumer Defensive,Euronext Growth Oslo,NOK,Farm Products
THE NAVIGATOR COMP,PTPTI0AM0006,Basic Materials,Euronext Lisbon,EUR,Paper & Paper Products
THERACLION,FR0010120402,Healthcare,Euronext Growth Paris,EUR,Medical Devices
THERMADOR GROUPE,FR0013333432,Industrials,Euronext Paris,EUR,Industrial Distribution
THOR MEDICAL,NO0010597883,Healthcare,Oslo Børs,NOK,Biotechnology
Thule Group AB,SE0006422390,Consumer Cyclical,Euronext Global Equity Market,EUR,Leisure
THX PHARMA,FR0013286259,,Euronext Growth Paris,EUR,
THYSSENKRUPP,DE0007500001,Industrials,Trading After Hours,EUR,Conglomerates
TIETOEVRY,FI0009000277,Technology,Oslo Børs,NOK,Information Technology Services
TIKEHAU CAPITAL,FR0013230612,Financial Services,Euronext Paris,EUR,Asset Management
TINC,BE0974282148,Financial Services,Euronext Brussels,EUR,Asset Management
TINDE SPAREBANK,NO0010759988,Financial Services,Euronext Growth Oslo,NOK,Financial Conglomerates
TINEXTA,IT0005037210,Technology,Euronext Milan,EUR,Information Technology Services
TISSAGES BRUGGEMAN,BE0036061746,,Euronext Expert Market,EUR,
TITAN S.A.,BE0974338700,,"Euronext Brussels, Paris",EUR,
TKH GROUP,NL0000852523,Technology,Trading After Hours,EUR,Communication Equipment
TME PHARMA,NL0015000YE1,Healthcare,Euronext Growth Paris,EUR,Biotechnology
TMP GROUP,IT0005531238,Communication Services,Euronext Growth Milan,EUR,Advertising Agencies
TOMRA SYSTEMS,NO0012470089,Industrials,Oslo Børs,NOK,Waste Management
TOMTOM,NL0013332471,Technology,Euronext Amsterdam,EUR,Software - Application
TONNER DRONES,FR001400H2X4,Industrials,Euronext Growth Paris,EUR,Aerospace & Defense
TONNER DRONES BSA,FR001400RIB4,,Euronext Growth Paris,EUR,
TOOSLA,FR00140062B9,Industrials,Euronext Growth Paris,EUR,Rental & Leasing Services
TOSCANA AEROPORTI,IT0000214293,Industrials,Euronext Milan,EUR,Airports & Air Services
TOTALENERGIES,FR0000120271,Energy,Trading After Hours,EUR,Oil & Gas Integrated
TOUAX,FR0000033003,,Euronext Growth Paris,EUR,
TOUR EIFFEL,FR0000036816,Real Estate,Euronext Paris,EUR,REIT - Office
TOYOTA CAETANO,PTSCT0AP0018,Consumer Cyclical,Euronext Lisbon,EUR,Auto Manufacturers
TPS,IT0005246142,Industrials,Euronext Growth Milan,EUR,Airports & Air Services
TRACTIAL,FR0000035305,Technology,Euronext Growth Paris,EUR,Software - Infrastructure
TRADELAB,IT0005651507,Industrials,Euronext Growth Milan,EUR,Consulting Services
Trane Tech,IE00BK9ZQ967,Industrials,Euronext Global Equity Market,EUR,Building Products & Equipment
TRANSGENE,FR0005175080,Healthcare,Euronext Paris,EUR,Biotechnology
TRATON,DE000TRAT0N7,Industrials,Trading After Hours,EUR,Farm & Heavy Construction Machinery
TRAWELL CO,IT0005378325,Industrials,Euronext Growth Milan,EUR,Airports & Air Services
TREASURE,NO0010763550,Financial Services,Oslo Børs,NOK,Asset Management
TRENDEVICE,IT0005422792,,Euronext Growth Milan,EUR,
TREVI FIN IND,IT0005422768,Industrials,Euronext Milan,EUR,Engineering & Construction
TRIBOO,IT0005001554,Communication Services,Euronext Milan,EUR,Advertising Agencies
TRIGANO,FR0005691656,Consumer Cyclical,Euronext Paris,EUR,Recreational Vehicles
TRILOGIQ,FR0010397901,Industrials,Euronext Growth Paris,EUR,Business Equipment & Supplies
TRIODOS BANK,NL0010407946,Financial Services,Euronext Amsterdam,EUR,Banks - Regional
TROC ILE,FR0000031106,,Euronext Access Paris,EUR,
TRONICS,FR0004175099,Technology,Euronext Growth Paris,EUR,Semiconductor Equipment & Materials
TRØNDELAG SPBK,NO0010788268,,Oslo Børs,NOK,
TUBIZE (ATTR),BE0099967573,,Euronext Expert Market,EUR,
TUI,DE000TUAG505,Consumer Cyclical,Trading After Hours,EUR,Travel Services
TXCOM,FR0010654087,Technology,Euronext Growth Paris,EUR,Communication Equipment
TXT E-SOLUTIONS,IT0001454435,Technology,Euronext Milan,EUR,Software - Application
U10 CORP,FR0000079147,Consumer Cyclical,Euronext Growth Paris,EUR,"Furnishings, Fixtures & Appliances"
UBALDI COSTRUZIONI,IT0005628158,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
UBISOFT ENTERT,FR0000054470,Communication Services,EuroTLX,EUR,Electronic Gaming & Multimedia
UBS Group,CH0244767585,Financial Services,Euronext Global Equity Market,EUR,Banks - Diversified
UCAPITAL GLOBAL,GB00BJ9M4V82,,Euronext Access Paris,EUR,
UCAPITAL24,IT0005380461,Communication Services,Euronext Growth Milan,EUR,Internet Content & Information
UCARE SERVICES BEL,BE0003838555,,Euronext Access Brussels,EUR,
UCB,BE0003739530,Healthcare,Euronext Brussels,EUR,Biotechnology
ULISSE BIOMED,IT0005451213,Healthcare,Euronext Growth Milan,EUR,Biotechnology
UMALIS GROUP,FR0011776889,Industrials,Euronext Access Paris,EUR,Staffing & Employment Services
UMG,NL0015000IY2,Communication Services,Euronext Amsterdam,EUR,Entertainment
UMICORE,BE0974320526,Industrials,Trading After Hours,EUR,Waste Management
UNIBAIL-RODAMCO-WE,FR0013326246,Real Estate,Euronext Paris,EUR,REIT - Retail
Unicaja Banco SA,ES0180907000,Financial Services,Euronext Global Equity Market,EUR,Banks - Regional
UNICREDIT,IT0005239360,Financial Services,Trading After Hours,EUR,Banks - Regional
UNIDATA,IT0005573065,Communication Services,Euronext Milan,EUR,Telecom Services
UNILEVER,GB00B10RZP78,Consumer Defensive,Euronext Amsterdam,EUR,Household & Personal Products
UNION TECH.INFOR.,FR0000074197,Technology,Euronext Paris,EUR,Information Technology Services
UNIPER,DE000UNSE026,Utilities,EuroTLX,EUR,Utilities - Independent Power Producers
UNIPHAR PLC,IE00BJ5FQX74,,Euronext Growth Dublin,EUR,
UNIPOL,IT0004810054,Financial Services,Euronext Milan,EUR,Insurance - Diversified
UNIQA Insurance,AT0000821103,Financial Services,Euronext Global Equity Market,EUR,Insurance - Diversified
UNITED INTERNET,DE0005089031,Communication Services,Trading After Hours,EUR,Telecom Services
UNITI,FR0012709160,Consumer Cyclical,Euronext Growth Paris,EUR,Residential Construction
UPERGY,FR0010337865,Consumer Cyclical,Euronext Growth Paris,EUR,Specialty Retail
UPM-Kymmene Oyj,FI0009005987,Basic Materials,Euronext Global Equity Market,EUR,Paper & Paper Products
URCOLESA,ES0105748000,,Euronext Access Paris,EUR,
UTEXBEL,BE0017609521,,Euronext Expert Market,EUR,
UV GERMI,FR0011898584,Industrials,Euronext Growth Paris,EUR,Pollution & Treatment Controls
V LANSCHOT KEMPEN,NL0000302636,Financial Services,Trading After Hours,EUR,Banks - Regional
VAA VISTA ALEGRE,PTVAA0AM0019,Consumer Cyclical,Euronext Lisbon,EUR,"Furnishings, Fixtures & Appliances"
VALBIOTIS,FR0013254851,,Euronext Growth Paris,EUR,
VALEO,FR0013176526,Consumer Cyclical,Trading After Hours,EUR,Auto Parts
VALERIO TX,FR0010095596,Healthcare,Euronext Growth Paris,EUR,Biotechnology
VALICA,IT0005562514,Communication Services,Euronext Growth Milan,EUR,Advertising Agencies
VALLOUREC,FR0013506730,Basic Materials,Trading After Hours,EUR,Steel
VALLOUREC BSA 21,FR00140030K7,,Euronext Paris,EUR,
Valmet Oyj,FI4000074984,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
VALNEVA,FR0004056851,Healthcare,EuroTLX,EUR,Biotechnology
VALSOIA,IT0001018362,Consumer Defensive,Euronext Milan,EUR,Packaged Foods
VALTECNE,IT0005532525,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
VALUE8,NL0010661864,Financial Services,Euronext Amsterdam,EUR,Asset Management
VALUE8 CUM PREF,NL0015118803,Financial Services,Euronext Amsterdam,EUR,Asset Management
VAN DE VELDE,BE0003839561,Consumer Cyclical,Euronext Brussels,EUR,Apparel Manufacturing
VAN GENECHTEN,BE0944866863,,Euronext Expert Market,EUR,
VANDOR REAL ESTATE,ES0105623005,,Euronext Access Paris,EUR,
VANTEA SMART,IT0005433765,Technology,Euronext Growth Milan,EUR,Information Technology Services
VANTIVA,FR0013505062,Communication Services,Euronext Paris,EUR,Entertainment
VASTNED,BE0003754687,Real Estate,"Euronext Brussels, Amsterdam",EUR,REIT - Retail
VAT GROUP,CH0311864901,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
VAZIVA,FR0014007T10,Financial Services,Euronext Growth Paris,EUR,Credit Services
VDK BANK,BE0022780820,,Euronext Expert Market,EUR,
VEIDEKKE,NO0005806802,Industrials,Oslo Børs,NOK,Engineering & Construction
VEND MARKETPLACES,NO0010736879,Communication Services,Oslo Børs,NOK,Internet Content & Information
VENTE UNIQUE.COM,FR0010766667,Consumer Cyclical,Euronext Growth Paris,EUR,Internet Retail
VEOLIA ENVIRON,FR0000124141,Industrials,EuroTLX,EUR,Waste Management
VEOM GROUP,FR0013530102,Technology,Euronext Growth Paris,EUR,Consumer Electronics
VERALLIA,FR0013447729,Consumer Cyclical,Trading After Hours,EUR,Packaging & Containers
VERBIO,DE000A0JL9W6,Basic Materials,Trading After Hours,EUR,Specialty Chemicals
Verbund AG,AT0000746409,Utilities,EuroTLX,EUR,Utilities - Renewable
VERGNET,FR001400JXA2,Utilities,Euronext Growth Paris,EUR,Utilities - Independent Power Producers
VERIMATRIX,FR0010291245,Technology,Euronext Paris,EUR,Software - Infrastructure
VETOQUINOL,FR0004186856,,Euronext Paris,EUR,
VGP,BE0003878957,Real Estate,Euronext Brussels,EUR,Real Estate Services
VIALIFE,FR0010326090,Consumer Cyclical,Euronext Growth Paris,EUR,Specialty Retail
VICAT,FR0000031775,Basic Materials,Euronext Paris,EUR,Building Materials
VICSO,ES0105962007,,Euronext Access Paris,EUR,
Vidrala SA,ES0183746314,Consumer Cyclical,Euronext Global Equity Market,EUR,Packaging & Containers
VIEL ET COMPAGNIE,FR0000050049,Financial Services,Euronext Paris,EUR,Capital Markets
Vienna Insurance,AT0000908504,Financial Services,Euronext Global Equity Market,EUR,Insurance - Diversified
VILA DOS NUMEROS,PTVUO0AM0000,,Euronext Access Lisbon,EUR,
VIMI FASTENERS,IT0004717200,Industrials,Euronext Growth Milan,EUR,Tools & Accessories
VINCI,FR0000125486,Industrials,Trading After Hours,EUR,Engineering & Construction
VINEXT,IT0005652414,Basic Materials,Euronext Growth Milan,EUR,Specialty Chemicals
VINPAI,FR001400AXT1,Basic Materials,Euronext Growth Paris,EUR,Specialty Chemicals
VIOHALCO,BE0974271034,Industrials,Euronext Brussels,EUR,Metal Fabrication
VIRBAC,FR0000031577,Healthcare,Trading After Hours,EUR,Drug Manufacturers - General
VIRIDIEN,FR001400PVN6,Energy,Trading After Hours,EUR,Oil & Gas Equipment & Services
VIRTUALWARE,ES0105704003,Technology,Euronext Growth Paris,EUR,Software - Infrastructure
Viscofan SA,ES0184262212,Consumer Cyclical,Euronext Global Equity Market,EUR,Packaging & Containers
VISTIN PHARMA,NO0010734122,Healthcare,Oslo Børs,NOK,Drug Manufacturers - Specialty & Generic
VITURA,FR0010309096,Real Estate,Euronext Paris,EUR,REIT - Office
VIVENDA GROUP,IT0005622581,Communication Services,Euronext Growth Milan,EUR,Advertising Agencies
VIVENDI,FR0000127771,Communication Services,Euronext Global Equity Market,EUR,Entertainment
VIVORYON,NL00150002Q7,,Euronext Amsterdam,EUR,
VNE,IT0005556110,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
voestalpine AG,AT0000937503,Basic Materials,EuroTLX,EUR,Steel
VOGO,FR0011532225,Technology,Euronext Growth Paris,EUR,Software - Application
VOLKSVERMOGEN,BE0947790037,,Euronext Expert Market,EUR,
VOLKSWAGEN,DE0007664039,Consumer Cyclical,EuroTLX,EUR,Auto Manufacturers
VOLKSWAGEN,DE0007664005,Consumer Cyclical,EuroTLX,EUR,Auto Manufacturers
VOLTA FINANCE,GG00B1GHHH78,Financial Services,Euronext Amsterdam,EUR,Asset Management
VOLTALIA,FR0011995588,Utilities,Trading After Hours,EUR,Utilities - Renewable
VOLVO CAR,SE0000115446,Industrials,EuroTLX,EUR,Farm & Heavy Construction Machinery
Volvo Car AB,SE0021628898,Consumer Cyclical,Euronext Global Equity Market,EUR,Auto Manufacturers
VONOVIA,DE000A1ML7J1,,EuroTLX,EUR,
VOORUITZICHT,BE0020918638,,Euronext Expert Market,EUR,
VOPAK,NL0009432491,Energy,Euronext Amsterdam,EUR,Oil & Gas Midstream
VOSS VEKSEL OGLAND,NO0003025009,,Oslo Børs,NOK,
VOW,NO0010708068,,Oslo Børs,NOK,
VOYAGEURS DU MONDE,FR0004045847,,Euronext Growth Paris,EUR,
VRANKEN-POMMERY,FR0000062796,Consumer Defensive,"Euronext Paris, Brussels",EUR,Beverages - Wineries & Distilleries
VREF SEVILLE,ES0105492005,,Euronext Access Paris,EUR,
VusionGroup,FR0010282822,Technology,Trading After Hours,EUR,Software - Application
VÅR ENERGI,NO0011202772,Energy,Oslo Børs,NOK,Oil & Gas E&P
W AATECH 23-26,IT0005550501,,Euronext Growth Milan,EUR,
W ABC COMP 22-29,IT0005515363,,Euronext Growth Milan,EUR,
W ACQUAZZUR 21-26,IT0005443087,,Euronext Growth Milan,EUR,
W ADRIATICA 24-27,IT0005600231,,Euronext Growth Milan,EUR,
W ALFIO BARD 17-27,IT0005245607,,Euronext Growth Milan,EUR,
W AMBROMOBIL 20-26,IT0005425092,,Euronext Growth Milan,EUR,
W DEOD GALLE 23-28,IT0005528929,,Euronext Growth Milan,EUR,
W ELES 19-26,IT0005374258,,Euronext Growth Milan,EUR,
W FIN TECH 21-26,IT0005475147,,Euronext Growth Milan,EUR,
W G.M. LEATH 22-27,IT0005498602,,Euronext Growth Milan,EUR,
W GISMONDI 19-26,IT0005391104,,Euronext Growth Milan,EUR,
W GT TALENT 24-27,IT0005607541,,Euronext Growth Milan,EUR,
W HAIKI+ 25-26,IT0005628760,,Euronext Growth Milan,EUR,
W IMPIANTI 22-25,IT0005518938,,Euronext Growth Milan,EUR,
W INNOVATEC 23-26,IT0005568305,,Euronext Growth Milan,EUR,
W IVISION 23-26,IT0005554776,,Euronext Growth Milan,EUR,
W LEMON 23-26,IT0005573305,,Euronext Growth Milan,EUR,
W MARKBASS 25-27,IT0005670929,,Euronext Growth Milan,EUR,
W NUSCO 21-26,IT0005453086,,Euronext Growth Milan,EUR,
W PALINGEO 24-26,IT0005575573,,Euronext Growth Milan,EUR,
W POZZI MI 22-2027,IT0005499923,,Euronext Growth Milan,EUR,
W RINOPETINO 25-28,IT0005664195,,Euronext Growth Milan,EUR,
W SG COMPANY 18-28,IT0005347593,,Euronext Growth Milan,EUR,
W SICILY BY CAR A,IT0005556532,,Euronext Growth Milan,EUR,
W SICILY BY CAR B,IT0005556599,,Euronext Growth Milan,EUR,
W SICILY BY CAR C,IT0005556607,,Euronext Growth Milan,EUR,
W SOGES 2024-2027,IT0005597551,,Euronext Growth Milan,EUR,
W SOST.COM 21-26,IT0005446718,,Euronext Growth Milan,EUR,
W TRAWELL CO 21-26,IT0005446726,,Euronext Growth Milan,EUR,
W ULISSE BIO 21-26,IT0005453789,,Euronext Growth Milan,EUR,
W VINEXT 25-28,IT0005652422,,Euronext Growth Milan,EUR,
WACKER CHEMIE,DE000WCH8881,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
WAGA ENERGY,FR0012532810,Industrials,Euronext Paris,EUR,Specialty Industrial Machinery
WALLENIUS WILHELMS,NO0010571680,Industrials,Oslo Børs,NOK,Marine Shipping
Wallenstam AB,SE0017780133,Real Estate,Euronext Global Equity Market,EUR,Real Estate Services
WALLIX,FR0010131409,Technology,Euronext Growth Paris,EUR,Software - Infrastructure
WAREHOUSES ESTATES,BE0003734481,Real Estate,Euronext Brussels,EUR,REIT - Diversified
WARR DHH 25-28,IT0005645541,,Euronext Growth Milan,EUR,
WARR E-GLOBE 23-26,IT0005557472,,Euronext Growth Milan,EUR,
WARR EXECUS 23-26,IT0005557498,,Euronext Growth Milan,EUR,
WARR GEOX 25-26,IT0005644809,,Euronext Milan,EUR,
WARR SIMONE 23-26,IT0005573172,,Euronext Growth Milan,EUR,
Wartsila OYJ Abp,FI0009003727,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
WAVESTONE,FR0013357621,Technology,Euronext Paris,EUR,Information Technology Services
WDESTINATION 24-27,IT0005630220,,Euronext Growth Milan,EUR,
WDP,BE0974349814,,Trading After Hours,EUR,
WE.CONNECT,FR0013079092,Technology,Euronext Growth Paris,EUR,Consumer Electronics
WEACCESS GROUP,FR0010688465,Communication Services,Euronext Access Paris,EUR,Telecom Services
WEATHERFORD INTERN,IE00BLNN3691,Energy,Euronext Global Equity Market,EUR,Oil & Gas Equipment & Services
WEBSOLUTE,IT0005384901,Communication Services,Euronext Growth Milan,EUR,Advertising Agencies
WEBSTEP,NO0010609662,Technology,Oslo Børs,NOK,Information Technology Services
WEBUILD,IT0003865570,Industrials,Trading After Hours,EUR,Engineering & Construction
WEBUILD RSP,IT0003865588,Industrials,Euronext Milan,EUR,Engineering & Construction
WELLNESS,ES0105740007,,Euronext Access Paris,EUR,
WENDEL,FR0000121204,Financial Services,Trading After Hours,EUR,Asset Management
WERELDHAVE,NL0000289213,Real Estate,Euronext Amsterdam,EUR,REIT - Retail
WERELDHAVE BELGIUM,BE0003724383,Real Estate,Euronext Brussels,EUR,REIT - Retail
WESTERN BULK CHART,NO0010768096,Industrials,Euronext Growth Oslo,NOK,Marine Shipping
WEYA,FR0010768770,Utilities,Euronext Access Paris,EUR,Utilities - Diversified
WEYVELD NOSSEGEM,BE0107958945,,Euronext Expert Market,EUR,
WFINCANTIERI 24-26,IT0005599862,,Euronext Milan,EUR,
WHAT''S COOKING GP,BE0003573814,Consumer Defensive,Euronext Brussels,EUR,Packaged Foods
WHITESTONE GROUP,BE0974401334,Industrials,Euronext Growth Brussels,EUR,Specialty Business Services
Wienerberger AG,AT0000831706,Basic Materials,Euronext Global Equity Market,EUR,Building Materials
Wihlborgs Fast,SE0018012635,Real Estate,Euronext Global Equity Market,EUR,Real Estate Services
WIIT,IT0005440893,Technology,Euronext Milan,EUR,Software - Infrastructure
WILH. WILHELMSEN A,NO0010571698,Industrials,Oslo Børs,NOK,Marine Shipping
WILH. WILHELMSEN B,NO0010576010,Industrials,Oslo Børs,NOK,Marine Shipping
Willis Towers W,IE00BDB6Q211,Financial Services,Euronext Global Equity Market,EUR,Insurance Brokers
WINAMP GROUP,BE0974334667,Communication Services,"Euronext Growth Paris, Brussels",EUR,Internet Content & Information
WINFARM,FR0014000P11,Industrials,Euronext Growth Paris,EUR,Farm & Heavy Construction Machinery
WITBE,FR0013143872,Communication Services,Euronext Growth Paris,EUR,Internet Content & Information
WOLTERS KLUWER,NL0000395903,Industrials,Trading After Hours,EUR,Specialty Business Services
WORLDLINE,FR0011981968,Technology,Trading After Hours,EUR,Software - Infrastructure
WPASQUARELLI 23-26,IT0005546301,,Euronext Growth Milan,EUR,
X-FAB,BE0974310428,Technology,Euronext Paris,EUR,Semiconductors
XENIA,IT0005568487,Consumer Cyclical,Euronext Growth Milan,EUR,Lodging
XILAM ANIMATION,FR0004034072,Communication Services,Euronext Growth Paris,EUR,Entertainment
XIOR,BE0974288202,Real Estate,Euronext Brussels,EUR,REIT - Residential
XPLORA TECHNOLOGIE,NO0010895782,Consumer Cyclical,Euronext Growth Oslo,NOK,Internet Retail
YAKKYO,IT0005573966,,Euronext Growth Milan,EUR,
YARA INTERNATIONAL,NO0010208051,Basic Materials,Oslo Børs,NOK,Agricultural Inputs
YOLO GROUP,IT0005495871,Financial Services,Euronext Growth Milan,EUR,Insurance Brokers
YOUNITED FIN. WARR,LU2999660207,,"Euronext Amsterdam, Paris",EUR,
YOUNITED FINANCIAL,LU2999653251,Financial Services,"Euronext Amsterdam, Paris",EUR,Credit Services
ZALANDO,DE000ZAL1111,Consumer Cyclical,Trading After Hours,EUR,Internet Retail
ZALARIS,NO0010708910,Industrials,Oslo Børs,NOK,Staffing & Employment Services
ZAPTEC,NO0010713936,,Oslo Børs,NOK,
ZELLUNA,NO0013524942,Healthcare,Oslo Børs,NOK,Biotechnology
ZENOBE GRAMME CERT,BE0003809267,Real Estate,Euronext Brussels,EUR,Real Estate Services
ZEST,IT0005013013,Financial Services,Euronext Milan,EUR,Asset Management
ZIGNAGO VETRO,IT0004171440,Consumer Cyclical,Euronext Milan,EUR,Packaging & Containers
ZUCCHI,IT0005395071,Consumer Cyclical,Euronext Milan,EUR,Textile Manufacturing
Zurich Insurance G,CH0011075394,Financial Services,Euronext Global Equity Market,EUR,Insurance - Diversified
